sale_date,total_revenue,ma_7day,ma_30day,deviation_from_30day_avg
2025-08-28,950609.34,1123542.0,940562.0,10048.0
2025-08-29,1261204.26,1124809.0,960453.0,300751.0
2025-08-30,1471718.51,1132007.0,987669.0,484050.0
2025-08-31,1468017.65,1135531.0,1007422.0,460596.0
2025-09-01,980585.03,1142698.0,1005806.0,-25221.0
2025-09-02,973806.54,1149724.0,1003575.0,-29768.0
2025-09-03,986841.11,1156112.0,1014716.0,-27875.0
2025-09-04,974766.3,1159563.0,1025306.0,-50540.0
2025-09-05,1311542.95,1166754.0,1047161.0,264382.0
2025-09-06,1533612.49,1175596.0,1076205.0,457408.0
2025-09-07,1528316.05,1184210.0,1097493.0,430823.0
2025-09-08,998814.01,1186814.0,1096848.0,-98034.0
2025-09-09,981914.32,1187972.0,1095044.0,-113129.0
2025-09-10,1005326.72,1190613.0,1106684.0,-101358.0
2025-09-11,686718.6,1149464.0,1107719.0,-421000.0
2025-09-12,931116.15,1095117.0,1116410.0,-185293.0
2025-09-13,1095983.35,1032598.0,1131152.0,-35169.0
2025-09-14,1084626.73,969214.0,1125737.0,-41110.0
2025-09-15,680321.96,923715.0,1099736.0,-419414.0
2025-09-16,676550.4,880092.0,1074005.0,-397455.0
2025-09-17,686776.25,834585.0,1066646.0,-379870.0
2025-09-18,669335.14,832101.0,1058018.0,-388683.0
2025-09-19,930086.61,831954.0,1057425.0,-127338.0
2025-09-20,1085366.97,830438.0,1062271.0,23096.0
2025-09-21,1083641.44,830297.0,1056648.0,26993.0
2025-09-22,671818.1,829082.0,1031664.0,-359846.0
2025-09-23,666127.1,827593.0,1005757.0,-339630.0
2025-09-24,703034.88,829916.0,998178.0,-295143.0
2025-09-25,706345.37,835203.0,990902.0,-284556.0
2025-09-26,903777.44,831444.0,989623.0,-85846.0
2025-09-27,1066987.38,828819.0,993503.0,73485.0
2025-09-28,1082377.13,828638.0,987542.0,94835.0
2025-09-29,693833.86,831783.0,961612.0,-267778.0
2025-09-30,692017.6,835482.0,935746.0,-243728.0
2025-10-01,753760.21,842728.0,928185.0,-174425.0
2025-10-02,734110.09,846695.0,920195.0,-186085.0
2025-10-03,981159.09,857749.0,920005.0,61154.0
2025-10-04,1156414.66,870525.0,926060.0,230354.0
2025-10-05,1153641.1,880705.0,920797.0,232844.0
2025-10-06,740141.18,887321.0,894348.0,-154207.0
2025-10-07,748905.63,895447.0,868368.0,-119462.0
2025-10-08,737000.26,893053.0,859641.0,-122640.0
2025-10-09,727171.6,892062.0,851149.0,-123978.0
2025-10-10,987013.63,892898.0,850539.0,136475.0
2025-10-11,1114491.67,886909.0,864798.0,249694.0
2025-10-12,1166760.12,888783.0,872653.0,294108.0
2025-10-13,725391.86,886676.0,860300.0,-134908.0
2025-10-14,737520.03,885050.0,848729.0,-111209.0
2025-10-15,724560.71,883273.0,850204.0,-125643.0
2025-10-16,734234.88,884282.0,852127.0,-117892.0
2025-10-17,981147.07,883444.0,861939.0,119208.0
2025-10-18,1143908.58,887646.0,877758.0,266150.0
2025-10-19,1131275.16,882577.0,884464.0,246811.0
2025-10-20,749642.95,886041.0,873274.0,-123631.0
2025-10-21,760809.14,889368.0,862513.0,-101703.0
2025-10-22,757254.27,894039.0,865360.0,-108106.0
2025-10-23,737713.68,894536.0,867747.0,-130033.0
2025-10-24,989217.77,895689.0,877286.0,111932.0
2025-10-25,1156115.68,897433.0,892278.0,263837.0
2025-10-26,1157460.04,901173.0,900735.0,256725.0
2025-10-27,742931.89,900215.0,889933.0,-147001.0
2025-10-28,739498.18,897170.0,878503.0,-139005.0
2025-10-29,750531.81,896210.0,880393.0,-129862.0
2025-10-30,752841.06,898371.0,882421.0,-129580.0
2025-10-31,983099.54,897497.0,890065.0,93034.0
2025-11-01,1653155.56,968503.0,920700.0,732455.0
2025-11-02,1621485.41,1034792.0,942045.0,679441.0
2025-11-03,1048931.0,1078506.0,938462.0,110469.0
2025-11-04,1024949.35,1119285.0,934172.0,90777.0
2025-11-05,1036433.86,1160128.0,944048.0,92385.0
2025-11-06,1054869.63,1203275.0,954247.0,100622.0
2025-11-07,1390904.06,1261533.0,976044.0,414860.0
2025-11-08,1609791.75,1255338.0,1005465.0,604327.0
2025-11-09,1602398.58,1252611.0,1025978.0,576421.0
2025-11-10,1036302.51,1250807.0,1023371.0,12931.0
2025-11-11,1054279.68,1254997.0,1019622.0,34658.0
2025-11-12,1058104.16,1258093.0,1030712.0,27392.0
2025-11-13,1055385.55,1258167.0,1041308.0,14078.0
2025-11-14,1415260.96,1261646.0,1064331.0,350930.0
2025-11-15,1626394.25,1264018.0,1094070.0,532324.0
2025-11-16,1646860.95,1270370.0,1116260.0,530601.0
2025-11-17,1077147.41,1276205.0,1114035.0,-36887.0
2025-11-18,1050407.14,1275651.0,1111339.0,-60932.0
2025-11-19,1040059.91,1273074.0,1121020.0,-80960.0
2025-11-20,1011958.36,1266870.0,1129391.0,-117433.0
2025-11-21,1407184.11,1265716.0,1151056.0,256128.0
2025-11-22,1611502.01,1263589.0,1180182.0,431320.0
2025-11-23,1641752.29,1262859.0,1201933.0,439819.0
2025-11-24,1042996.25,1257980.0,1198163.0,-155166.0
2025-11-25,1030644.49,1255157.0,1193935.0,-163291.0
2025-11-26,1040468.85,1255215.0,1203853.0,-163384.0
2025-11-27,1048644.09,1260456.0,1214158.0,-165514.0
2025-11-28,4159062.43,1653581.0,1327776.0,2831287.0
2025-11-29,4870564.86,2119162.0,1465033.0,3405532.0
2025-11-30,5040066.38,2604635.0,1600266.0,3439801.0
2025-12-01,5563704.35,3250451.0,1730617.0,3833087.0
2025-12-02,1804434.46,3360992.0,1736715.0,67719.0
2025-12-03,1102902.85,3369911.0,1738515.0,-635612.0
2025-12-04,1132530.45,3381895.0,1742101.0,-609570.0
2025-12-05,1478217.11,2998917.0,1756827.0,-278610.0
2025-12-06,1707743.72,2547086.0,1778589.0,-70845.0
2025-12-07,1707599.78,2071019.0,1789146.0,-81546.0
2025-12-08,1097564.11,1432999.0,1772071.0,-674507.0
2025-12-09,1113238.51,1334257.0,1755766.0,-642528.0
2025-12-10,2525054.73,1537421.0,1805391.0,719664.0
2025-12-11,2587713.8,1745305.0,1856506.0,731208.0
2025-12-12,3296445.01,2005051.0,1931117.0,1365328.0
2025-12-13,3869777.07,2313913.0,2024930.0,1844847.0
2025-12-14,3872417.78,2623173.0,2106835.0,1765583.0
2025-12-15,2521530.33,2826597.0,2136673.0,384857.0
2025-12-16,2548316.53,3031608.0,2166722.0,381595.0
2025-12-17,2610131.12,3043762.0,2217821.0,392310.0
2025-12-18,2528620.47,3035320.0,2267095.0,261526.0
2025-12-19,3416841.04,3052519.0,2346321.0,1070520.0
2025-12-20,3821742.79,3045657.0,2439980.0,1381762.0
2025-12-21,3943078.44,3055752.0,2524510.0,1418568.0
2025-12-22,2570679.01,3062773.0,2556483.0,14196.0
2025-12-23,2534521.77,3060802.0,2586242.0,-51720.0
2025-12-24,2527029.89,3048930.0,2635710.0,-108680.0
2025-12-25,2483331.4,3042461.0,2684132.0,-200801.0
2025-12-26,1482048.71,2766062.0,2698852.0,-1216803.0
2025-12-27,1715149.08,2465120.0,2721069.0,-1005920.0
2025-12-28,1730843.16,2149086.0,2640128.0,-909285.0
2025-12-29,1121558.54,1942069.0,2515161.0,-1393603.0
2025-12-30,1101691.03,1737379.0,2383882.0,-1282191.0
2025-12-31,1098036.51,1533237.0,2235026.0,-1136990.0
