sale_date,total_units_sold,total_revenue,total_cost,total_gross_profit,total_marketing_spend,active_skus,active_stores,day_of_week,month,year,quarter,is_weekend
2024-09-12,9909,695572.46,343448.27,352124.19,0.0,100,5,3,9,2024,3,0
2024-09-13,13662,931429.59,459584.23,471845.36,0.0,100,5,4,9,2024,3,0
2024-09-14,15656,1087486.06,537948.22,549537.84,0.0,100,5,5,9,2024,3,1
2024-09-15,15580,1085114.78,535611.03,549503.75,0.0,100,5,6,9,2024,3,1
2024-09-16,10159,708270.58,350166.34,358104.24,0.0,100,5,0,9,2024,3,0
2024-09-17,9958,672273.75,332350.08,339923.67,0.0,100,5,1,9,2024,3,0
2024-09-18,9877,693609.65,342199.67,351409.98,0.0,100,5,2,9,2024,3,0
2024-09-19,9873,689693.77,340356.45,349337.32,0.0,100,5,3,9,2024,3,0
2024-09-20,13157,933599.32,461311.96,472287.36,0.0,100,5,4,9,2024,3,0
2024-09-21,15084,1049965.8,518285.42,531680.38,0.0,100,5,5,9,2024,3,1
2024-09-22,15786,1077739.55,531537.76,546201.79,0.0,100,5,6,9,2024,3,1
2024-09-23,9734,677161.05,334853.44,342307.61,0.0,100,5,0,9,2024,3,0
2024-09-24,9839,705031.87,349027.77,356004.1,0.0,100,5,1,9,2024,3,0
2024-09-25,9961,679314.51,335491.97,343822.54,0.0,100,5,2,9,2024,3,0
2024-09-26,9901,678604.61,334845.05,343759.56,0.0,100,5,3,9,2024,3,0
2024-09-27,13616,929021.99,458064.35,470957.64,0.0,100,5,4,9,2024,3,0
2024-09-28,15361,1086094.24,535769.43,550324.81,0.0,100,5,5,9,2024,3,1
2024-09-29,15197,1078847.83,532363.3,546484.53,0.0,100,5,6,9,2024,3,1
2024-09-30,9808,679413.8099999999,335382.67,344031.14,0.0,100,5,0,9,2024,3,0
2024-10-01,10895,744102.03,368782.22,375319.81,0.0,100,5,1,10,2024,4,0
2024-10-02,10597,726867.13,360673.03,366194.1,0.0,100,5,2,10,2024,4,0
2024-10-03,10688,748262.46,370785.76,377476.7,0.0,100,5,3,10,2024,4,0
2024-10-04,14547,995774.85,494751.86,501022.99,0.0,100,5,4,10,2024,4,0
2024-10-05,16673,1161484.44,576569.87,584914.57,0.0,100,5,5,10,2024,4,1
2024-10-06,16967,1164659.72,578432.29,586227.43,0.0,100,5,6,10,2024,4,1
2024-10-07,10668,740246.96,366791.54,373455.42,0.0,100,5,0,10,2024,4,0
2024-10-08,10849,730906.27,361681.74,369224.52999999997,0.0,100,5,1,10,2024,4,0
2024-10-09,11135,768485.02,381123.96,387361.06,0.0,100,5,2,10,2024,4,0
2024-10-10,10809,745522.38,369317.16,376205.22,0.0,100,5,3,10,2024,4,0
2024-10-11,14583,991253.58,492009.32,499244.26,0.0,100,5,4,10,2024,4,0
2024-10-12,16550,1162840.07,578350.34,584489.73,0.0,100,5,5,10,2024,4,1
2024-10-13,17120,1161378.7,577468.61,583910.09,0.0,100,5,6,10,2024,4,1
2024-10-14,11020,748603.17,371182.69,377420.48,0.0,100,5,0,10,2024,4,0
2024-10-15,11003,748932.62,371501.06,377431.56,0.0,100,5,1,10,2024,4,0
2024-10-16,10796,750634.46,372307.06,378327.4,0.0,100,5,2,10,2024,4,0
2024-10-17,10556,739059.0,367065.43,371993.57,0.0,100,5,3,10,2024,4,0
2024-10-18,14094,994227.25,492670.77999999997,501556.47,0.0,100,5,4,10,2024,4,0
2024-10-19,16797,1169581.05,579275.39,590305.66,0.0,100,5,5,10,2024,4,1
2024-10-20,16849,1157123.28,573653.54,583469.74,0.0,100,5,6,10,2024,4,1
2024-10-21,10766,745988.55,369465.15,376523.4,0.0,100,5,0,10,2024,4,0
2024-10-22,10667,743431.36,367916.11,375515.25,0.0,100,5,1,10,2024,4,0
2024-10-23,10735,753145.78,373914.27,379231.51,0.0,100,5,2,10,2024,4,0
2024-10-24,10792,744699.41,368639.53,376059.88,0.0,100,5,3,10,2024,4,0
2024-10-25,14312,993680.72,492947.64,500733.08,0.0,100,5,4,10,2024,4,0
2024-10-26,16824,1168873.22,578962.62,589910.6,0.0,100,5,5,10,2024,4,1
2024-10-27,16592,1144101.75,567473.58,576628.17,0.0,100,5,6,10,2024,4,1
2024-10-28,10828,752615.03,373845.93,378769.1,0.0,100,5,0,10,2024,4,0
2024-10-29,10703,734224.5599999999,364474.89,369749.67,0.0,100,5,1,10,2024,4,0
2024-10-30,10942,752559.38,372373.88,380185.5,0.0,100,5,2,10,2024,4,0
2024-10-31,10781,743356.13,368266.51,375089.62,0.0,100,5,3,10,2024,4,0
2024-11-01,17078,1401578.55,693951.7,707626.85,0.0,100,5,4,11,2024,4,0
2024-11-02,19308,1581992.35,783808.84,798183.51,0.0,100,5,5,11,2024,4,1
2024-11-03,19849,1641979.15,813047.54,828931.61,0.0,100,5,6,11,2024,4,1
2024-11-04,12607,1046651.72,518361.73,528289.99,0.0,100,5,0,11,2024,4,0
2024-11-05,12769,1029298.6,510726.72000000003,518571.88,0.0,100,5,1,11,2024,4,0
2024-11-06,12696,1020857.46,506093.76,514763.7,0.0,100,5,2,11,2024,4,0
2024-11-07,12458,1023539.62,507646.44,515893.18,0.0,100,5,3,11,2024,4,0
2024-11-08,16853,1388249.55,687266.77,700982.78,0.0,100,5,4,11,2024,4,0
2024-11-09,19732,1608623.17,797742.3,810880.87,0.0,100,5,5,11,2024,4,1
2024-11-10,20006,1647602.44,815078.24,832524.2,0.0,100,5,6,11,2024,4,1
2024-11-11,12241,1030258.93,511022.77,519236.16,0.0,100,5,0,11,2024,4,0
2024-11-12,12751,1023853.49,507116.44,516737.05,0.0,100,5,1,11,2024,4,0
2024-11-13,12937,1064870.49,527667.28,537203.21,0.0,100,5,2,11,2024,4,0
2024-11-14,12818,1034398.86,511744.83,522654.02999999997,0.0,100,5,3,11,2024,4,0
2024-11-15,16569,1368977.23,678889.44,690087.79,0.0,100,5,4,11,2024,4,0
2024-11-16,19680,1602070.65,792340.26,809730.39,0.0,100,5,5,11,2024,4,1
2024-11-17,19412,1621757.52,802877.6,818879.92,0.0,100,5,6,11,2024,4,1
2024-11-18,12714,1030358.21,510959.71,519398.5,0.0,100,5,0,11,2024,4,0
2024-11-19,12448,1034056.3,512775.22,521281.08,0.0,100,5,1,11,2024,4,0
2024-11-20,12897,1042310.89,516705.86,525605.03,0.0,100,5,2,11,2024,4,0
2024-11-21,12868,1072655.94,530368.51,542287.43,0.0,100,5,3,11,2024,4,0
2024-11-22,16893,1409424.99,699176.71,710248.28,0.0,100,5,4,11,2024,4,0
2024-11-23,20022,1647229.91,818417.5,828812.41,0.0,100,5,5,11,2024,4,1
2024-11-24,19601,1590426.1,788362.85,802063.25,0.0,100,5,6,11,2024,4,1
2024-11-25,12764,1025628.12,509232.46,516395.66,0.0,100,5,0,11,2024,4,0
2024-11-26,12850,1066537.04,528439.66,538097.38,0.0,100,5,1,11,2024,4,0
2024-11-27,12693,1040263.2,515379.4,524883.8,0.0,100,5,2,11,2024,4,0
2024-11-28,12691,1021289.32,504210.0,517079.32,0.0,100,5,3,11,2024,4,0
2024-11-29,35076,3855798.6,1910604.07,1945194.53,17111.5,100,5,4,11,2024,4,0
2024-11-30,40375,4587709.36,2270494.07,2317215.29,17111.5,100,5,5,11,2024,4,1
2024-12-01,42270,4850672.68,2400491.04,2450181.64,17111.5,100,5,6,12,2024,4,1
2024-12-02,32337,5227095.73,2574564.85,2652530.88,34222.5,100,5,0,12,2024,4,0
2024-12-03,15163,1805821.65,890342.68,915478.97,22000.0,100,5,1,12,2024,4,0
2024-12-04,13453,1113979.84,553816.74,560163.1,0.0,100,5,2,12,2024,4,0
2024-12-05,13588,1109967.36,550925.3,559042.0599999999,0.0,100,5,3,12,2024,4,0
2024-12-06,18394,1466200.09,730016.63,736183.46,0.0,100,5,4,12,2024,4,0
2024-12-07,21511,1714917.29,853824.24,861093.05,0.0,100,5,5,12,2024,4,1
2024-12-08,21204,1712174.97,851026.43,861148.54,0.0,100,5,6,12,2024,4,1
2024-12-09,13418,1089973.9,541639.19,548334.71,0.0,100,5,0,12,2024,4,0
2024-12-10,24053,2430066.5,1212259.16,1217807.34,2600.0,100,5,1,12,2024,4,0
2024-12-11,24592,2459589.28,1224136.46,1235452.82,2600.0,100,5,2,12,2024,4,0
2024-12-12,23749,2422472.4,1204408.18,1218064.22,2600.0,100,5,3,12,2024,4,0
2024-12-13,32735,3263375.51,1622625.53,1640749.98,2600.0,100,5,4,12,2024,4,0
2024-12-14,37774,3761632.4,1876121.57,1885510.83,2600.0,100,5,5,12,2024,4,1
2024-12-15,37872,3804203.77,1899116.91,1905086.86,2600.0,100,5,6,12,2024,4,1
2024-12-16,24281,2453573.2199999997,1220782.06,1232791.16,2600.0,100,5,0,12,2024,4,0
2024-12-17,24655,2472825.69,1231774.55,1241051.14,2600.0,100,5,1,12,2024,4,0
2024-12-18,24207,2452302.4,1220727.76,1231574.64,2600.0,100,5,2,12,2024,4,0
2024-12-19,24656,2456934.75,1222673.65,1234261.1,2600.0,100,5,3,12,2024,4,0
2024-12-20,32772,3254534.51,1625955.71,1628578.8,2600.0,100,5,4,12,2024,4,0
2024-12-21,36898,3679702.59,1831943.56,1847759.03,2600.0,100,5,5,12,2024,4,1
2024-12-22,37996,3832606.0300000003,1908754.81,1923851.22,2600.0,100,5,6,12,2024,4,1
2024-12-23,24076,2352364.07,1173494.02,1178870.05,2600.0,100,5,0,12,2024,4,0
2024-12-24,23970,2432995.02,1214161.04,1218833.98,2600.0,100,5,1,12,2024,4,0
2024-12-25,24611,2496103.76,1242455.14,1253648.62,2600.0,100,5,2,12,2024,4,0
2024-12-26,13681,1101962.83,546783.52,555179.3099999999,0.0,100,5,3,12,2024,4,0
2024-12-27,18611,1484637.35,738266.5,746370.85,0.0,100,5,4,12,2024,4,0
2024-12-28,21053,1676606.24,834193.1,842413.14,0.0,100,5,5,12,2024,4,1
2024-12-29,20882,1708019.6,848953.75,859065.85,0.0,100,5,6,12,2024,4,1
2024-12-30,13648,1103237.8,548715.78,554522.02,0.0,100,5,0,12,2024,4,0
2024-12-31,13498,1103736.36,549757.59,553978.77,0.0,100,5,1,12,2024,4,0
2025-01-01,11076,760358.24,376568.99,383789.25,982.5,100,5,2,1,2025,1,0
2025-01-02,11091,747184.03,370514.11,376669.92,982.5,100,5,3,1,2025,1,0
2025-01-03,14765,987864.77,489906.1,497958.67,982.5,100,5,4,1,2025,1,0
2025-01-04,16998,1130217.02,560692.21,569524.81,982.5,100,5,5,1,2025,1,1
2025-01-05,16919,1163004.58,576555.52,586449.06,982.5,100,5,6,1,2025,1,1
2025-01-06,10972,736386.17,364419.66,371966.51,982.5,100,5,0,1,2025,1,0
2025-01-07,10991,743548.4400000001,368971.74,374576.7,982.5,100,5,1,1,2025,1,0
2025-01-08,10969,737980.01,365041.82,372938.19,982.5,100,5,2,1,2025,1,0
2025-01-09,10932,732865.18,363854.38,369010.8,982.5,100,5,3,1,2025,1,0
2025-01-10,15161,1003087.6,497146.66,505940.94,982.5,100,5,4,1,2025,1,0
2025-01-11,16675,1112401.38,552666.01,559735.37,982.5,100,5,5,1,2025,1,1
2025-01-12,17623,1160134.65,574814.87,585319.78,982.5,100,5,6,1,2025,1,1
2025-01-13,11006,753256.43,373709.61,379546.82,982.5,100,5,0,1,2025,1,0
2025-01-14,11062,739880.45,366453.3,373427.15,982.5,100,5,1,1,2025,1,0
2025-01-15,10901,753843.34,374191.51,379651.83,982.5,100,5,2,1,2025,1,0
2025-01-16,9717,624638.82,308400.83,316237.99,0.0,100,5,3,1,2025,1,0
2025-01-17,13178,845894.43,418781.44,427112.99,0.0,100,5,4,1,2025,1,0
2025-01-18,15061,989482.0599999999,489283.68,500198.38,0.0,100,5,5,1,2025,1,1
2025-01-19,15564,993261.88,490604.87,502657.01,0.0,100,5,6,1,2025,1,1
2025-01-20,9815,639314.81,316212.78,323102.03,0.0,100,5,0,1,2025,1,0
2025-01-21,9993,641822.23,317297.61,324524.62,0.0,100,5,1,1,2025,1,0
2025-01-22,10052,631855.52,312233.8,319621.72,0.0,100,5,2,1,2025,1,0
2025-01-23,9681,626165.01,309946.02,316218.99,0.0,100,5,3,1,2025,1,0
2025-01-24,13467,865762.14,427865.88,437896.26,0.0,100,5,4,1,2025,1,0
2025-01-25,15360,993417.69,491845.04,501572.65,0.0,100,5,5,1,2025,1,1
2025-01-26,15414,985337.89,487446.06,497891.83,0.0,100,5,6,1,2025,1,1
2025-01-27,9869,634401.24,313711.45,320689.79,0.0,100,5,0,1,2025,1,0
2025-01-28,9992,648038.18,320239.7,327798.48,0.0,100,5,1,1,2025,1,0
2025-01-29,9843,630287.11,311477.45,318809.66,0.0,100,5,2,1,2025,1,0
2025-01-30,9973,643503.35,318350.02,325153.33,0.0,100,5,3,1,2025,1,0
2025-01-31,13298,860473.0,425624.62,434848.38,0.0,100,5,4,1,2025,1,0
2025-02-01,15236,1000502.32,494990.74,505511.58,0.0,100,5,5,2,2025,1,1
2025-02-02,15415,1016016.18,502349.87,513666.31,0.0,100,5,6,2,2025,1,1
2025-02-03,9620,633192.46,312951.01,320241.45,0.0,100,5,0,2,2025,1,0
2025-02-04,10102,646243.84,319281.94,326961.9,0.0,100,5,1,2,2025,1,0
2025-02-05,9737,630506.92,312050.87,318456.05,0.0,100,5,2,2,2025,1,0
2025-02-06,9950,647389.58,320451.64,326937.94,0.0,100,5,3,2,2025,1,0
2025-02-07,13181,856685.24,423288.91,433396.33,0.0,100,5,4,2,2025,1,0
2025-02-08,15077,995166.47,490899.52,504266.95,0.0,100,5,5,2,2025,1,1
2025-02-09,15313,994502.8,491344.0,503158.8,0.0,100,5,6,2,2025,1,1
2025-02-10,9724,633923.46,313044.75,320878.71,0.0,100,5,0,2,2025,1,0
2025-02-11,10118,648449.81,320617.27,327832.54,0.0,100,5,1,2,2025,1,0
2025-02-12,9758,630965.56,312397.64,318567.92,0.0,100,5,2,2,2025,1,0
2025-02-13,9646,635938.73,314011.67,321927.06,0.0,100,5,3,2,2025,1,0
2025-02-14,13331,856077.2,424092.95,431984.25,0.0,100,5,4,2,2025,1,0
2025-02-15,15602,995377.0,493086.35,502290.65,0.0,100,5,5,2,2025,1,1
2025-02-16,15565,1014732.48,501723.71,513008.77,0.0,100,5,6,2,2025,1,1
2025-02-17,9881,623661.11,308143.24,315517.87,0.0,100,5,0,2,2025,1,0
2025-02-18,9713,622565.41,307352.18,315213.23,0.0,100,5,1,2,2025,1,0
2025-02-19,9954,639552.28,316283.18,323269.1,0.0,100,5,2,2,2025,1,0
2025-02-20,9744,636423.58,314904.45,321519.13,0.0,100,5,3,2,2025,1,0
2025-02-21,13161,859678.66,425157.22,434521.44,0.0,100,5,4,2,2025,1,0
2025-02-22,15547,1004601.5,496746.2,507855.3,0.0,100,5,5,2,2025,1,1
2025-02-23,15369,978166.22,484233.89,493932.33,0.0,100,5,6,2,2025,1,1
2025-02-24,9787,633320.51,313112.83,320207.68,0.0,100,5,0,2,2025,1,0
2025-02-25,10012,650128.68,321274.07,328854.61,0.0,100,5,1,2,2025,1,0
2025-02-26,9736,646004.72,319573.48,326431.24,0.0,100,5,2,2,2025,1,0
2025-02-27,10005,653033.96,322638.37,330395.59,0.0,100,5,3,2,2025,1,0
2025-02-28,22050,1240965.92,613293.11,627672.81,777.0000000000001,100,5,4,2,2025,1,0
2025-03-01,26748,1596372.52,792589.41,803783.11,777.0000000000001,100,5,5,3,2025,1,1
2025-03-02,27156,1617846.24,802917.29,814928.95,777.0000000000001,100,5,6,3,2025,1,1
2025-03-03,16801,998486.87,494741.21,503745.66,777.0000000000001,100,5,0,3,2025,1,0
2025-03-04,17146,1021768.28,506292.57,515475.71,777.0000000000001,100,5,1,3,2025,1,0
2025-03-05,16898,1015469.63,503828.89,511640.74,777.0000000000001,100,5,2,3,2025,1,0
2025-03-06,16935,999895.68,496450.85,503444.83,777.0000000000001,100,5,3,3,2025,1,0
2025-03-07,22755,1377645.27,684553.33,693091.9400000001,777.0000000000001,100,5,4,3,2025,1,0
2025-03-08,25945,1586406.23,789210.06,797196.17,777.0000000000001,100,5,5,3,2025,1,1
2025-03-09,26407,1568332.47,777209.42,791123.05,777.0000000000001,100,5,6,3,2025,1,1
2025-03-10,17024,1035110.72,514607.88,520502.84,777.0000000000001,100,5,0,3,2025,1,0
2025-03-11,17246,1027330.73,510764.83,516565.9,777.0000000000001,100,5,1,3,2025,1,0
2025-03-12,17087,1025621.68,509816.35,515805.33,777.0000000000001,100,5,2,3,2025,1,0
2025-03-13,16641,1001383.19,496574.79,504808.4,777.0000000000001,100,5,3,3,2025,1,0
2025-03-14,22953,1344796.66,667144.0,677652.66,777.0000000000001,100,5,4,3,2025,1,0
2025-03-15,26666,1581729.28,785125.42,796603.86,777.0000000000001,100,5,5,3,2025,1,1
2025-03-16,26554,1602291.0,794265.18,808025.82,777.0000000000001,100,5,6,3,2025,1,1
2025-03-17,17289,1017396.57,504251.96,513144.61,777.0000000000001,100,5,0,3,2025,1,0
2025-03-18,17144,1028696.89,510131.04,518565.85,777.0000000000001,100,5,1,3,2025,1,0
2025-03-19,17009,1023300.42,508301.75,514998.67,777.0000000000001,100,5,2,3,2025,1,0
2025-03-20,16899,1021535.37,507699.24,513836.13,777.0000000000001,100,5,3,3,2025,1,0
2025-03-21,22851,1383556.94,687385.6799999999,696171.26,777.0000000000001,100,5,4,3,2025,1,0
2025-03-22,26430,1606525.75,797378.54,809147.21,777.0000000000001,100,5,5,3,2025,1,1
2025-03-23,25862,1544207.04,767515.88,776691.16,777.0000000000001,100,5,6,3,2025,1,1
2025-03-24,17114,1019747.24,506112.12,513635.12,777.0000000000001,100,5,0,3,2025,1,0
2025-03-25,17019,997734.75,494964.51,502770.24,777.0000000000001,100,5,1,3,2025,1,0
2025-03-26,16884,1031352.72,511639.32,519713.4,777.0000000000001,100,5,2,3,2025,1,0
2025-03-27,16884,1005226.99,499236.99,505990.0,777.0000000000001,100,5,3,3,2025,1,0
2025-03-28,22948,1354265.88,672325.74,681940.14,777.0000000000001,100,5,4,3,2025,1,0
2025-03-29,26540,1571560.93,780263.66,791297.27,777.0000000000001,100,5,5,3,2025,1,1
2025-03-30,53996,2937727.01,1450945.07,1486781.94,4723.0,100,5,6,3,2025,1,1
2025-03-31,20854,1389682.76,683501.04,706181.72,4501.0,100,5,0,3,2025,1,0
2025-04-01,21385,1400481.26,689196.23,711285.03,4501.0,100,5,1,4,2025,2,0
2025-04-02,21329,1395086.01,687445.1900000001,707640.82,4501.0,100,5,2,4,2025,2,0
2025-04-03,20808,1401755.63,689720.97,712034.66,4501.0,100,5,3,4,2025,2,0
2025-04-04,27487,1845638.17,907030.33,938607.84,4501.0,100,5,4,4,2025,2,0
2025-04-05,32636,2183036.82,1075703.24,1107333.58,4501.0,100,5,5,4,2025,2,1
2025-04-06,32647,2144728.53,1057135.07,1087593.46,4501.0,100,5,6,4,2025,2,1
2025-04-07,10349,741035.99,367729.36,373306.63,0.0,100,5,0,4,2025,2,0
2025-04-08,10418,725737.9,360095.4,365642.5,0.0,100,5,1,4,2025,2,0
2025-04-09,10690,737437.25,364862.16,372575.09,0.0,100,5,2,4,2025,2,0
2025-04-10,10298,728366.65,360747.29,367619.36,0.0,100,5,3,4,2025,2,0
2025-04-11,14152,969522.47,479795.85,489726.62,0.0,100,5,4,4,2025,2,0
2025-04-12,16412,1143181.67,567164.93,576016.74,0.0,100,5,5,4,2025,2,1
2025-04-13,16316,1123898.57,555570.37,568328.2,0.0,100,5,6,4,2025,2,1
2025-04-14,10441,725604.99,360158.54,365446.45,0.0,100,5,0,4,2025,2,0
2025-04-15,10749,732328.88,362756.0,369572.88,0.0,100,5,1,4,2025,2,0
2025-04-16,10547,721981.08,359057.27,362923.81,0.0,100,5,2,4,2025,2,0
2025-04-17,10878,738540.19,366576.68,371963.51,0.0,100,5,3,4,2025,2,0
2025-04-18,14385,986036.79,487886.54,498150.25,0.0,100,5,4,4,2025,2,0
2025-04-19,16578,1144545.8,567657.18,576888.62,0.0,100,5,5,4,2025,2,1
2025-04-20,16602,1122923.5,558015.52,564907.98,0.0,100,5,6,4,2025,2,1
2025-04-21,10597,733806.88,364269.19,369537.69,0.0,100,5,0,4,2025,2,0
2025-04-22,10604,727104.26,361105.71,365998.55,0.0,100,5,1,4,2025,2,0
2025-04-23,10692,755278.2,374444.42,380833.78,0.0,100,5,2,4,2025,2,0
2025-04-24,10538,731779.51,361563.12,370216.39,0.0,100,5,3,4,2025,2,0
2025-04-25,14185,989864.93,490423.98,499440.95,0.0,100,5,4,4,2025,2,0
2025-04-26,16451,1149925.91,569814.12,580111.79,0.0,100,5,5,4,2025,2,1
2025-04-27,16380,1144214.67,566883.97,577330.7,0.0,100,5,6,4,2025,2,1
2025-04-28,10521,719400.3,356228.11,363172.19,0.0,100,5,0,4,2025,2,0
2025-04-29,10556,743808.56,367863.32,375945.24,0.0,100,5,1,4,2025,2,0
2025-04-30,10759,728552.95,360883.38,367669.57,0.0,100,5,2,4,2025,2,0
2025-05-01,10034,678414.41,335127.39,343287.02,0.0,100,5,3,5,2025,2,0
2025-05-02,13030,903028.59,445658.32,457370.27,0.0,100,5,4,5,2025,2,0
2025-05-03,15915,1092674.77,539497.21,553177.56,0.0,100,5,5,5,2025,2,1
2025-05-04,15777,1081669.23,534086.1900000001,547583.04,0.0,100,5,6,5,2025,2,1
2025-05-05,9844,701732.14,346290.69,355441.45,0.0,100,5,0,5,2025,2,0
2025-05-06,10108,703416.58,347249.27,356167.31,0.0,100,5,1,5,2025,2,0
2025-05-07,10060,701042.53,346474.91,354567.62,0.0,100,5,2,5,2025,2,0
2025-05-08,10004,692084.04,342190.57,349893.47,0.0,100,5,3,5,2025,2,0
2025-05-09,13528,942674.69,465976.07,476698.62,0.0,100,5,4,5,2025,2,0
2025-05-10,15135,1092311.77,538821.56,553490.21,0.0,100,5,5,5,2025,2,1
2025-05-11,15543,1085026.66,535695.9,549330.76,0.0,100,5,6,5,2025,2,1
2025-05-12,9830,700068.77,346748.54,353320.23,0.0,100,5,0,5,2025,2,0
2025-05-13,10061,682612.84,337092.06,345520.77999999997,0.0,100,5,1,5,2025,2,0
2025-05-14,9913,688712.17,340425.37,348286.8,0.0,100,5,2,5,2025,2,0
2025-05-15,10031,705765.99,348355.67,357410.32,0.0,100,5,3,5,2025,2,0
2025-05-16,13343,923600.05,455959.71,467640.34,0.0,100,5,4,5,2025,2,0
2025-05-17,15752,1058332.8,523174.79,535158.01,0.0,100,5,5,5,2025,2,1
2025-05-18,15538,1073460.12,530364.97,543095.15,0.0,100,5,6,5,2025,2,1
2025-05-19,10048,700345.35,345606.49,354738.86,0.0,100,5,0,5,2025,2,0
2025-05-20,9780,692552.81,342584.25,349968.56,0.0,100,5,1,5,2025,2,0
2025-05-21,10088,687167.07,339596.78,347570.29,0.0,100,5,2,5,2025,2,0
2025-05-22,9843,686932.62,339581.4,347351.22,0.0,100,5,3,5,2025,2,0
2025-05-23,13403,926453.87,457588.31,468865.56,0.0,100,5,4,5,2025,2,0
2025-05-24,15447,1078095.59,531851.24,546244.35,0.0,100,5,5,5,2025,2,1
2025-05-25,15592,1072677.99,530020.79,542657.2,0.0,100,5,6,5,2025,2,1
2025-05-26,10173,697096.16,343933.39,353162.77,0.0,100,5,0,5,2025,2,0
2025-05-27,9829,670524.32,331402.05,339122.27,0.0,100,5,1,5,2025,2,0
2025-05-28,10127,702194.32,346141.05,356053.27,0.0,100,5,2,5,2025,2,0
2025-05-29,9935,701929.37,346174.43,355754.94,0.0,100,5,3,5,2025,2,0
2025-05-30,13480,904089.77,447564.35,456525.42,0.0,100,5,4,5,2025,2,0
2025-05-31,15321,1078889.42,530815.91,548073.51,0.0,100,5,5,5,2025,2,1
2025-06-01,15086,1069238.66,528980.64,540258.02,0.0,100,5,6,6,2025,2,1
2025-06-02,10184,701475.31,345385.04,356090.27,0.0,100,5,0,6,2025,2,0
2025-06-03,10023,696560.53,344003.72,352556.81,0.0,100,5,1,6,2025,2,0
2025-06-04,9795,677330.14,334858.04,342472.1,0.0,100,5,2,6,2025,2,0
2025-06-05,10113,701759.38,347249.06,354510.32,0.0,100,5,3,6,2025,2,0
2025-06-06,13424,939210.12,463287.41,475922.71,0.0,100,5,4,6,2025,2,0
2025-06-07,15454,1078020.45,532836.62,545183.83,0.0,100,5,5,6,2025,2,1
2025-06-08,15255,1072168.99,529268.73,542900.26,0.0,100,5,6,6,2025,2,1
2025-06-09,9815,684903.56,338620.04,346283.52,0.0,100,5,0,6,2025,2,0
2025-06-10,10082,696714.71,343765.38,352949.33,0.0,100,5,1,6,2025,2,0
2025-06-11,9683,682364.6,336416.95,345947.65,0.0,100,5,2,6,2025,2,0
2025-06-12,9727,687684.89,339676.4,348008.49,0.0,100,5,3,6,2025,2,0
2025-06-13,13275,925158.15,456533.38,468624.77,0.0,100,5,4,6,2025,2,0
2025-06-14,15541,1065653.58,525297.03,540356.55,0.0,100,5,5,6,2025,2,1
2025-06-15,18465,1319266.3,652978.53,666287.77,667.5,100,5,6,6,2025,2,1
2025-06-16,12008,859436.99,425309.96,434127.02999999997,667.5,100,5,0,6,2025,2,0
2025-06-17,11963,865149.24,428149.35,436999.89,667.5,100,5,1,6,2025,2,0
2025-06-18,11892,854557.57,423874.17,430683.4,667.5,100,5,2,6,2025,2,0
2025-06-19,11952,885179.28,438551.89,446627.39,667.5,100,5,3,6,2025,2,0
2025-06-20,15848,1142812.74,566942.26,575870.48,667.5,100,5,4,6,2025,2,0
2025-06-21,18865,1361679.85,674925.58,686754.27,667.5,100,5,5,6,2025,2,1
2025-06-22,18374,1309401.73,648932.19,660469.54,667.5,100,5,6,6,2025,2,1
2025-06-23,11996,854344.66,423146.86,431197.8,667.5,100,5,0,6,2025,2,0
2025-06-24,12009,870761.44,431626.25,439135.19,667.5,100,5,1,6,2025,2,0
2025-06-25,11538,852123.42,421903.11,430220.31,667.5,100,5,2,6,2025,2,0
2025-06-26,11664,853666.72,423247.49,430419.23,667.5,100,5,3,6,2025,2,0
2025-06-27,15936,1141944.73,566803.46,575141.27,667.5,100,5,4,6,2025,2,0
2025-06-28,18392,1339179.49,664307.12,674872.37,667.5,100,5,5,6,2025,2,1
2025-06-29,18392,1324383.81,655662.21,668721.6,667.5,100,5,6,6,2025,2,1
2025-06-30,11850,868945.97,430362.45,438583.52,667.5,100,5,0,6,2025,2,0
2025-07-01,11251,811459.24,402552.04,408907.2,667.5,100,5,1,7,2025,3,0
2025-07-02,11431,803297.47,397563.0,405734.47,667.5,100,5,2,7,2025,3,0
2025-07-03,11393,818976.79,405045.46,413931.33,667.5,100,5,3,7,2025,3,0
2025-07-04,15028,1084648.7,537920.03,546728.67,667.5,100,5,4,7,2025,3,0
2025-07-05,17723,1257475.26,622991.55,634483.71,667.5,100,5,5,7,2025,3,1
2025-07-06,17742,1249157.23,619854.69,629302.54,667.5,100,5,6,7,2025,3,1
2025-07-07,11354,798646.5,395607.66,403038.84,667.5,100,5,0,7,2025,3,0
2025-07-08,11322,821194.3099999999,406494.5,414699.81,667.5,100,5,1,7,2025,3,0
2025-07-09,11638,810662.25,401998.43,408663.82,667.5,100,5,2,7,2025,3,0
2025-07-10,11262,806574.45,399199.87,407374.58,667.5,100,5,3,7,2025,3,0
2025-07-11,15221,1068801.27,529048.13,539753.14,667.5,100,5,4,7,2025,3,0
2025-07-12,17773,1260675.07,625132.45,635542.62,667.5,100,5,5,7,2025,3,1
2025-07-13,17565,1259735.12,623642.05,636093.07,667.5,100,5,6,7,2025,3,1
2025-07-14,11024,802581.5599999999,397416.46,405165.1,667.5,100,5,0,7,2025,3,0
2025-07-15,11609,812308.86,402753.97,409554.89,667.5,100,5,1,7,2025,3,0
